utimesec    2833.564497
stimesec    10.453999
ru_maxrss   598948
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   208990
ru_majflt   6636
ru_nswap    0
ru_inblock  411288
ru_oublock  24
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    6440
ru_nivcsw   185697
